,name,salary,employer,info,site
593,Python developer,,IPONWEB Ltd (UK),https://hh.ru/vacancy/48898767?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=29
594,Python-разработчик в новый продукт Контура,"{'a_min_salary': 160000, 'b_max_salary': None, 'x_currency': 'руб'}",Контур,https://hh.ru/vacancy/48871359?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=29
595,Data engineer (Python),,Зарплата.ру,https://hh.ru/vacancy/43102927?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=29
596,Python Developer,,ЕВРАЗ. ИТ-специалисты,https://hh.ru/vacancy/45867089?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=29
597,Аналитик данных / Data scientist,,УНИСТРОЙ,https://hh.ru/vacancy/48104246?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=29
598,Python-разработчик в новый продукт Контура,"{'a_min_salary': 160000, 'b_max_salary': None, 'x_currency': 'руб'}",Контур,https://hh.ru/vacancy/48871360?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=29
599,Программист Python,,Сбер. IT,https://hh.ru/vacancy/48784272?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=29
600,"Разработчик Python (Совкомбанк Технологии), Томск",,ООО Совкомбанк Технологии,https://hh.ru/vacancy/47679596?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
601,Программист Python,"{'a_min_salary': 100000, 'b_max_salary': 130000, 'x_currency': 'руб'}",ЦЕНТРОФИНАНС,https://hh.ru/vacancy/48717073?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
602,Программист Python,"{'a_min_salary': 100000, 'b_max_salary': 130000, 'x_currency': 'руб'}",ЦЕНТРОФИНАНС,https://hh.ru/vacancy/48717072?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
603,Python разработчик (Middle/Senior),"{'a_min_salary': 160000, 'b_max_salary': None, 'x_currency': 'руб'}",ООО ВБЦ,https://hh.ru/vacancy/49049947?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
604,Full-stack Python Developer,,Playgendary,https://hh.ru/vacancy/48884382?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
605,Python разработчик (дистанционно),"{'a_min_salary': None, 'b_max_salary': 140000, 'x_currency': 'руб'}",Programming Store,https://hh.ru/vacancy/48868481?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
606,Data Scientist,,АО Казахтелеком,https://hh.ru/vacancy/49184400?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
607,Python / DS-ML разработчик,,"Иннотех, Группа компаний",https://hh.ru/vacancy/48698705?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
608,Python developer,,ООО Манзони,https://hh.ru/vacancy/48743669?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
609,Python-разработчик (Добро),,"VK, Социальные сети, Одноклассники",https://hh.ru/vacancy/48013964?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
610,Python Developer,,Сбер. IT,https://hh.ru/vacancy/48795233?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
611,Python разработчик,"{'a_min_salary': 60000, 'b_max_salary': 200000, 'x_currency': 'руб'}",БАРС Груп,https://hh.ru/vacancy/48697982?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
612,Специалист по алгоритмическому моделированию/разработчик Python [id32501],,Газпром нефть,https://hh.ru/vacancy/49013682?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
613,Разработчик python в Услуги (Trust&Safety),,Яндекс,https://hh.ru/vacancy/48841317?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
614,Lead Python Developer,,Innowise Group / Фабрика инноваций и решений,https://hh.ru/vacancy/49162392?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
615,Python разработчик (Middle/Senior),"{'a_min_salary': 160000, 'b_max_salary': None, 'x_currency': 'руб'}",ООО ВБЦ,https://hh.ru/vacancy/49049938?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
616,Python разработчик,,ООО Строительный Двор,https://hh.ru/vacancy/48935169?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
617,Разработчик Python,,Сбер. IT,https://hh.ru/vacancy/48830256?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
618,Python разработчик,"{'a_min_salary': 60000, 'b_max_salary': 200000, 'x_currency': 'руб'}",БАРС Груп,https://hh.ru/vacancy/48697919?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
619,Python Backend Developer,,Playrix,https://hh.ru/vacancy/48486719?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=30
620,Middle Data Engineer,,Volka Entertainment Limited,https://hh.ru/vacancy/49369710?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
621,Python developer,,SberTech,https://hh.ru/vacancy/46411093?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
622,Senior Python разработчик (Наставник),"{'a_min_salary': 209500, 'b_max_salary': 261900, 'x_currency': 'руб'}",Сбер для экспертов,https://hh.ru/vacancy/47536823?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
623,"Data Engineer / разработчик Python, PHP, SQL","{'a_min_salary': None, 'b_max_salary': 160000, 'x_currency': 'руб'}",Leads,https://hh.ru/vacancy/49368941?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
624,Data Engineer,"{'a_min_salary': 2000, 'b_max_salary': 5000, 'x_currency': 'USD'}",ООО Chatfuel,https://hh.ru/vacancy/48884897?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
625,Python программист,,ООО Бизнес Технологии,https://hh.ru/vacancy/47709003?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
626,Python Developer,,ЕВРАЗ. ИТ-специалисты,https://hh.ru/vacancy/45064751?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
627,Программист Python + Go,,"Иннотех, Группа компаний",https://hh.ru/vacancy/48698559?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
628,Backend developer (Python),"{'a_min_salary': 80000, 'b_max_salary': 180000, 'x_currency': 'руб'}",The Head,https://hh.ru/vacancy/48389079?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
629,Python Developer,,Andersen,https://hh.ru/vacancy/49011615?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
630,Python Developer,,Сбер. IT,https://hh.ru/vacancy/48795233?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
631,Python Developer,,Andersen,https://hh.ru/vacancy/49110596?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
632,Python разработчик,"{'a_min_salary': 60000, 'b_max_salary': 200000, 'x_currency': 'руб'}",БАРС Груп,https://hh.ru/vacancy/48697883?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
633,"Data Engineer / разработчик Python, PHP, SQL","{'a_min_salary': None, 'b_max_salary': 160000, 'x_currency': 'руб'}",Leads,https://hh.ru/vacancy/49368950?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
634,Python программист (MaxPatrol 10),,Positive Technologies,https://hh.ru/vacancy/49187000?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
635,Python разработчик (Middle/Senior),"{'a_min_salary': 160000, 'b_max_salary': None, 'x_currency': 'руб'}",ООО ВБЦ,https://hh.ru/vacancy/49049949?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
636,Python разработчик,,Andersen,https://hh.ru/vacancy/49066020?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
637,Программист - Python Middle,"{'a_min_salary': 60000, 'b_max_salary': 120000, 'x_currency': 'руб'}",ООО ТЦ в Кармане,https://hh.ru/vacancy/47685752?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
638,Python developer,,Andersen,https://hh.ru/vacancy/49072456?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
639,Python-разработчик в Процессы бэк-офиса,,Яндекс,https://hh.ru/vacancy/45984454?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=31
640,Python/Django разработчик,,ООО Umbrella IT,https://hh.ru/vacancy/43975457?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
641,Middle backend developer (Python),,АО РТ Лабс,https://hh.ru/vacancy/46452501?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
642,Python Developer (SPACE),,Deutsche Telekom IT Solutions,https://hh.ru/vacancy/48643384?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
643,Python разработчик,"{'a_min_salary': 60000, 'b_max_salary': 200000, 'x_currency': 'руб'}",БАРС Груп,https://hh.ru/vacancy/48697891?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
644,Python разработчик,"{'a_min_salary': 60000, 'b_max_salary': 200000, 'x_currency': 'руб'}",БАРС Груп,https://hh.ru/vacancy/48697963?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
645,Python Developer,,LeverX International,https://hh.ru/vacancy/49259354?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
646,Python разработчик,"{'a_min_salary': 60000, 'b_max_salary': 200000, 'x_currency': 'руб'}",БАРС Груп,https://hh.ru/vacancy/48697913?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
647,Python Developer,,ЕВРАЗ. ИТ-специалисты,https://hh.ru/vacancy/45867089?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
648,Python developer (защита от DDoS-атак),,Itransition,https://hh.ru/vacancy/46410749?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
649,Python Developer/DevOps,,Playrix,https://hh.ru/vacancy/48478773?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
650,Senior Python Developer,,Компания «Кронштадт»,https://hh.ru/vacancy/45788406?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
651,Python Developer,,Luxoft,https://hh.ru/vacancy/48824707?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
652,QA Automation (Python),,Bell Integrator,https://hh.ru/vacancy/48718580?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
653,Python-разработчик,,Xsolla,https://hh.ru/vacancy/48716243?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
654,Python developer (middle),,РБК,https://hh.ru/vacancy/49024689?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
655,Python developer,,БАРС Груп,https://hh.ru/vacancy/46724679?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
656,Python Developer,,Город Иннополис,https://hh.ru/vacancy/48700242?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
657,Python Developer,,Andersen,https://hh.ru/vacancy/49071864?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
658,Python Developer,"{'a_min_salary': 120000, 'b_max_salary': None, 'x_currency': 'руб'}",Энерджи Софт,https://hh.ru/vacancy/48715076?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
659,Python developer (Middle),,"СимбирСофт,ООО",https://hh.ru/vacancy/48013780?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=32
660,Senior Python Developer,"{'a_min_salary': 4000, 'b_max_salary': None, 'x_currency': 'USD'}",DexGuru INC,https://hh.ru/vacancy/48777028?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
661,Разработчик backend Python Кловер групп,,ООО Кловер Групп,https://hh.ru/vacancy/48944799?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
662,Программист - Python Senior,"{'a_min_salary': 120000, 'b_max_salary': 180000, 'x_currency': 'руб'}",ООО ТЦ в Кармане,https://hh.ru/vacancy/47686232?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
663,Python developer,,Город Иннополис,https://hh.ru/vacancy/48703988?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
664,Python developer,,WILDBERRIES,https://hh.ru/vacancy/48796301?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
665,"Middle Python Developer, Data Streaming Solutions","{'a_min_salary': 2000, 'b_max_salary': 3500, 'x_currency': 'USD'}",DataArt,https://hh.ru/vacancy/47999562?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
666,Python разработчик,"{'a_min_salary': 60000, 'b_max_salary': 200000, 'x_currency': 'руб'}",БАРС Груп,https://hh.ru/vacancy/48697913?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
667,Python Developer,,Город Иннополис,https://hh.ru/vacancy/48700241?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
668,Middle Python Developer,,КРОК,https://hh.ru/vacancy/47992481?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
669,Python Developer (middle/senior),"{'a_min_salary': None, 'b_max_salary': 200000, 'x_currency': 'руб'}",GOST-group,https://hh.ru/vacancy/47468889?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
670,Инженер-программист/ Python Developer,,YADRO,https://hh.ru/vacancy/47571125?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
671,Разработчик Python,,АО ФинТех,https://hh.ru/vacancy/48694059?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
672,Ведущий разработчик Python,,АО Консист-ОС,https://hh.ru/vacancy/46956868?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
673,Python Middle Developer,,Itransition,https://hh.ru/vacancy/46439767?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
674,Разработчик Python,,"ВСК, САО",https://hh.ru/vacancy/47301256?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
675,Python Developer,,ЕВРАЗ. ИТ-специалисты,https://hh.ru/vacancy/45092652?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
676,Python developer,,Город Иннополис,https://hh.ru/vacancy/48703990?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
677,Python developer,,WILDBERRIES,https://hh.ru/vacancy/48796299?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
678,Python developer,,SberTech,https://hh.ru/vacancy/46411093?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
679,QA automation engineer (Python) | Remote,"{'a_min_salary': 150000, 'b_max_salary': 220000, 'x_currency': 'руб'}",LATOKEN,https://hh.ru/vacancy/47933162?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=33
680,Python Django программист,"{'a_min_salary': 100000, 'b_max_salary': 200000, 'x_currency': 'руб'}",Международная футбольная школа Импульс,https://hh.ru/vacancy/48966858?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
681,Middle full-stack программист Django (Python),"{'a_min_salary': 180000, 'b_max_salary': 270000, 'x_currency': 'руб'}",Кивано,https://hh.ru/vacancy/49007850?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
682,Backend-разработчик (Python),,ОРИОН ТЕХНОЛОДЖИЗ,https://hh.ru/vacancy/49069750?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
683,Backend  python/django Developer,,ЗАО МАПСОФТ,https://hh.ru/vacancy/48979006?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
684,Python developer,,WILDBERRIES,https://hh.ru/vacancy/48796307?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
685,Python Developer/DevOps,,Playrix,https://hh.ru/vacancy/48479698?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
686,Full-stack Python Developer,,Playgendary,https://hh.ru/vacancy/48884356?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
687,Python developer,,Город Иннополис,https://hh.ru/vacancy/48703992?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
688,Middle Python Developer,,UpTeam,https://hh.ru/vacancy/48057734?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
689,Python программист (MaxPatrol 10),,Positive Technologies,https://hh.ru/vacancy/49187026?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
690,Backend-разработчик (Python),,ОРИОН ТЕХНОЛОДЖИЗ,https://hh.ru/vacancy/49069748?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
691,Python разработчик (middle),"{'a_min_salary': 90000, 'b_max_salary': 150000, 'x_currency': 'руб'}",ООО Бро,https://hh.ru/vacancy/48824009?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
692,Python Developer/DevOps,,Playrix,https://hh.ru/vacancy/48479697?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
693,Python developer,,LG Electronics Inc.,https://hh.ru/vacancy/45415914?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
694,Backend developer / Python разработчик,,DEFA,https://hh.ru/vacancy/48878182?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
695,Backend разработчик (Python/C++),,Уральская горно-металлургическая компания,https://hh.ru/vacancy/49111254?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
696,Backend-разработчик (Python),,ОРИОН ТЕХНОЛОДЖИЗ,https://hh.ru/vacancy/49069749?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
697,Senior Python developer,,Innowise Group / Фабрика инноваций и решений,https://hh.ru/vacancy/48320306?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
698,Программист Python,"{'a_min_salary': 80000, 'b_max_salary': 120000, 'x_currency': 'руб'}",Канобу,https://hh.ru/vacancy/48773587?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
699,Python developer,,Город Иннополис,https://hh.ru/vacancy/48703995?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=34
700,Senior Data Engineer,"{'a_min_salary': 800000, 'b_max_salary': 1000000, 'x_currency': 'KZT'}",ТОО Geometry,https://hh.ru/vacancy/49377818?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=35
701,Senior python разработчик (team-leader),"{'a_min_salary': 800000, 'b_max_salary': None, 'x_currency': 'KZT'}",ТОО Adamar Solutions,https://hh.ru/vacancy/49463024?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=35
702,Python developer Middle / Senior,,ТОО Трансавиа,https://hh.ru/vacancy/49369961?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=35
703,Программист Python,"{'a_min_salary': 300000, 'b_max_salary': None, 'x_currency': 'KZT'}",ТОО BBMINDS,https://hh.ru/vacancy/49120790?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=35
704,Python Developer,,ТОО AVIATA.KZ,https://hh.ru/vacancy/49167792?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=35
705,Junior/Trainee Python developer,,ООО УайтСнейк,https://hh.ru/vacancy/48581564?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=35
706,Python/Django Web Developer,"{'a_min_salary': None, 'b_max_salary': 2100, 'x_currency': 'USD'}",GEOLN LLC,https://hh.ru/vacancy/49192989?from=vacancy_search_list&query=%24python,https://hh.ru/search/vacancy?clusters=true&ored_clusters=true&enable_snippets=true&salary=&text=%24python&page=35
